user,interface,diversity,order,topic,query_count,pages,pages_per_query,doc_count,doc_count_per_query,doc_depth_per_query,doc_rel_count,doc_rel_depth_per_query,doc_rel_depth_per_serp,hover_count_per_query,hover_depth_per_query,hover_trec_rel_count,hover_trec_nonrel_count,rels_found,nrels_found,clicked_rel,clicked_nrel,abandoned_serps,query_time,serp_time,doc_time,mark_time,mark_time_limited,serp_examination_time,serp_examination_time_limited,time_per_query,time_per_doc,time_per_serp,time_per_snippet,time_per_mark,time_per_mark_limited,time_per_serp_examination,time_per_serp_examination_limited,pmr,pmn,pcr,pcn
14,0.00,2,0,367,6.00,6.00,1.00,6.00,1.00,3.50,6.00,3.50,3.50,6.17,4.50,13.00,12.00,4.00,2.00,4.00,2.00,3,25.16,92.48,86.28,26.05,8.16,51.87,16.52,4.19,14.38,15.41,2.50,4.34,1.36,8.65,2.75,1.00,1.00,0.31,0.17
14,0.00,2,1,347,3.00,5.00,1.67,9.00,3.00,7.00,8.00,7.00,4.20,20.67,9.67,8.00,21.00,4.00,4.00,4.00,5.00,0,8.94,115.44,106.12,23.75,14.70,44.55,26.61,2.98,11.79,23.09,1.86,2.97,1.84,8.91,5.32,1.00,0.80,0.50,0.24
14,0.00,1,2,341,3.00,3.00,1.00,6.00,2.00,9.00,5.00,9.00,9.00,20.00,18.67,13.00,43.00,3.00,2.00,4.00,2.00,0,22.08,83.99,109.02,27.14,5.70,29.92,22.32,7.36,18.17,28.00,1.40,5.43,1.14,9.97,7.44,0.75,1.00,0.31,0.05
14,0.00,3,4,408,10.00,12.00,1.20,13.00,1.30,6.10,8.00,2.30,1.92,9.20,7.90,16.00,63.00,2.00,6.00,4.00,9.00,5,41.17,179.30,196.29,24.00,17.02,74.81,44.92,4.12,15.10,14.94,1.95,3.00,2.13,6.23,3.74,0.50,0.67,0.25,0.14
14,0.00,4,3,435,2.00,6.00,3.00,12.00,6.00,24.50,5.00,23.50,7.83,45.00,26.00,20.00,32.00,4.00,1.00,6.00,6.00,0,8.36,176.25,188.36,16.30,9.39,45.39,33.22,4.18,15.70,29.38,1.96,3.26,1.88,7.57,5.54,0.67,0.17,0.30,0.19
17,0.00,2,0,367,2.00,3.00,1.50,4.00,2.00,7.00,4.00,7.00,4.67,25.00,14.00,1.00,7.00,3.00,1.00,3.00,1.00,1,12.23,48.11,81.80,9.68,4.24,7.26,7.26,6.12,20.45,16.04,0.96,2.42,1.06,2.42,2.42,1.00,1.00,3.00,0.14
17,0.00,1,3,435,7.00,15.00,2.14,16.00,2.29,14.29,4.00,7.71,3.60,37.00,22.57,41.00,117.00,2.00,2.00,6.00,10.00,4,37.24,384.84,317.63,12.55,6.51,202.61,36.89,5.32,19.85,25.66,1.49,3.14,1.63,13.51,2.46,0.33,0.20,0.15,0.09
17,0.00,2,2,341,6.00,8.00,1.33,9.00,1.50,4.17,5.00,2.83,2.12,19.33,10.00,6.00,54.00,0.00,5.00,0.00,9.00,2,47.83,119.82,125.62,8.68,8.68,28.26,28.26,7.97,13.96,14.98,1.03,1.74,1.74,3.53,3.53,0.00,0.56,0.00,0.17
17,0.00,3,1,347,4.00,5.00,1.25,7.00,1.75,15.50,4.00,11.50,9.20,21.50,20.75,18.00,65.00,4.00,0.00,6.00,1.00,2,22.53,120.43,90.05,8.54,8.54,86.04,14.29,5.63,12.86,24.09,1.40,2.13,2.13,17.21,2.86,0.67,0.00,0.33,0.02
17,0.00,4,4,408,2.00,5.00,2.50,7.00,3.50,15.50,5.00,15.50,6.20,42.50,19.50,7.00,32.00,0.00,5.00,0.00,7.00,1,9.25,53.32,64.91,9.59,9.59,11.03,11.03,4.62,9.27,10.66,0.63,1.92,1.92,2.21,2.21,0.00,0.71,0.00,0.22
16,0.00,2,0,367,1.00,5.00,5.00,8.00,8.00,22.00,5.00,22.00,4.40,113.00,42.00,0.00,0.00,4.00,1.00,4.00,4.00,0,12.00,230.07,119.12,17.65,9.70,33.17,33.17,12.00,14.89,46.01,2.04,3.53,1.94,6.63,6.63,1.00,0.25,0.00,0.00
16,0.00,4,3,435,4.00,9.00,2.25,13.00,3.25,9.75,6.00,6.50,2.89,24.50,16.00,15.00,49.00,4.00,2.00,5.00,8.00,1,65.39,215.57,217.91,16.32,16.32,34.76,26.18,16.35,16.76,23.95,2.20,2.72,2.72,3.86,2.91,0.80,0.25,0.33,0.16
16,0.00,1,2,341,3.00,6.00,2.00,9.00,3.00,16.00,5.00,15.67,7.83,31.00,19.67,15.00,44.00,3.00,2.00,5.00,4.00,1,47.78,234.29,106.10,10.39,10.39,51.54,24.17,15.93,11.79,39.05,2.52,2.08,2.08,8.59,4.03,0.60,0.50,0.33,0.09
16,0.00,2,1,347,2.00,4.00,2.00,9.00,4.50,14.50,6.00,14.50,7.25,30.50,17.00,4.00,30.00,2.00,4.00,2.00,7.00,0,37.93,190.05,147.67,21.60,13.16,33.02,18.64,18.96,16.41,47.51,3.12,3.60,2.19,8.26,4.66,1.00,0.57,0.50,0.23
16,0.00,3,4,408,2.00,4.00,2.00,8.00,4.00,11.00,6.00,11.00,5.50,27.50,16.50,6.00,27.00,0.00,6.00,1.00,7.00,0,26.46,116.13,107.88,9.47,9.47,14.66,14.66,13.23,13.48,29.03,2.11,1.58,1.58,3.67,3.67,0.00,0.86,0.17,0.26
19,0.00,2,1,347,14.00,18.00,1.29,20.00,1.43,3.21,8.00,3.00,2.33,17.43,6.00,8.00,76.00,2.00,6.00,3.00,17.00,8,115.15,193.72,192.42,15.24,15.24,44.70,32.53,8.22,9.62,10.76,0.79,1.91,1.91,2.48,1.81,0.67,0.35,0.38,0.22
19,0.00,1,3,435,3.00,3.00,1.00,6.00,2.00,9.00,4.00,8.00,8.00,25.33,24.00,33.00,39.00,3.00,1.00,4.00,2.00,0,11.50,46.81,46.13,6.08,6.08,5.74,5.74,3.83,7.69,15.60,0.62,1.52,1.52,1.91,1.91,0.75,0.50,0.12,0.05
19,0.00,4,2,341,6.00,11.00,1.83,10.00,1.67,11.67,4.00,7.67,4.18,30.00,14.83,0.00,89.00,0.00,4.00,0.00,10.00,0,36.75,102.05,65.50,5.06,5.06,17.44,17.44,6.12,6.55,9.28,0.57,1.26,1.26,1.59,1.59,0.00,0.40,0.00,0.11
19,0.00,3,4,408,3.00,3.00,1.00,6.00,2.00,7.33,4.00,7.33,7.33,18.33,8.67,16.00,10.00,4.00,0.00,5.00,1.00,1,29.47,37.40,43.36,6.97,6.97,2.99,2.99,9.82,7.23,12.47,0.68,1.74,1.74,1.00,1.00,0.80,0.00,0.31,0.10
19,0.00,2,0,367,2.00,6.00,3.00,9.00,4.50,14.50,4.00,14.50,4.83,111.50,26.50,0.00,3.00,4.00,0.00,7.00,2.00,0,13.64,505.91,133.55,25.80,17.35,47.83,18.91,6.82,14.84,84.32,2.27,6.45,4.34,7.97,3.15,0.57,0.00,0.00,0.67
32,0.00,2,0,367,8.00,8.00,1.00,8.00,1.00,2.62,4.00,0.88,0.88,5.12,4.25,8.00,18.00,3.00,1.00,4.00,4.00,5,66.83,120.00,145.10,14.45,14.45,68.27,21.73,8.35,18.14,15.00,2.93,3.61,3.61,8.53,2.72,0.75,0.25,0.50,0.22
32,0.00,2,3,435,1.00,5.00,5.00,9.00,9.00,46.00,4.00,46.00,9.20,97.00,48.00,13.00,35.00,1.00,3.00,3.00,6.00,0,9.58,218.54,181.74,16.44,5.11,21.69,21.69,9.58,20.19,43.71,2.25,4.11,1.28,4.34,4.34,0.33,0.50,0.23,0.17
32,0.00,4,2,341,6.00,20.00,3.33,18.00,3.00,18.17,5.00,14.00,4.20,51.33,29.83,17.00,162.00,2.00,3.00,5.00,13.00,1,57.88,606.09,308.20,16.71,8.91,81.81,63.73,9.65,17.12,30.30,1.97,3.34,1.78,4.09,3.19,0.40,0.23,0.29,0.08
32,0.00,3,1,347,1.00,3.00,3.00,4.00,4.00,28.00,4.00,28.00,9.33,40.00,30.00,1.00,29.00,1.00,3.00,1.00,3.00,0,16.22,60.24,54.78,18.25,8.94,9.89,9.89,16.22,13.70,20.08,1.51,4.56,2.23,3.30,3.30,1.00,1.00,1.00,0.10
32,0.00,1,4,408,1.00,2.00,2.00,4.00,4.00,21.00,4.00,21.00,10.50,31.00,25.00,15.00,10.00,3.00,1.00,3.00,1.00,0,9.06,44.75,25.33,9.53,9.53,10.52,5.45,9.06,6.33,22.38,1.44,2.38,2.38,5.26,2.73,1.00,1.00,0.20,0.10
31,0.00,2,0,367,8.00,18.00,2.25,4.00,0.50,2.12,4.00,2.12,0.94,19.25,18.25,9.00,127.00,1.00,3.00,1.00,3.00,4,50.92,130.88,21.61,12.18,6.96,49.53,22.27,6.37,5.40,7.27,0.85,3.04,1.74,2.75,1.24,1.00,1.00,0.11,0.02
31,0.00,3,3,435,3.00,3.00,1.00,7.00,2.33,6.33,4.00,3.67,3.67,12.33,21.33,12.00,52.00,1.00,3.00,2.00,5.00,0,15.69,54.50,95.21,4.51,4.51,19.68,12.80,5.23,13.60,18.17,1.47,1.13,1.13,6.56,4.27,0.50,0.60,0.17,0.10
31,0.00,4,2,341,1.00,1.00,1.00,4.00,4.00,6.00,4.00,6.00,6.00,35.00,8.00,4.00,4.00,2.00,2.00,2.00,2.00,1,6.95,74.60,89.40,8.90,3.44,52.04,8.93,6.95,22.35,74.60,2.13,2.23,0.86,52.04,8.93,1.00,1.00,0.50,0.50
31,0.00,1,1,347,5.00,6.00,1.20,5.00,1.00,6.60,4.00,6.00,5.00,9.00,15.40,9.00,68.00,1.00,3.00,1.00,4.00,2,23.77,102.26,56.69,6.59,6.59,19.05,13.94,4.75,11.34,17.04,2.27,1.65,1.65,3.18,2.32,1.00,0.75,0.11,0.06
31,0.00,2,4,408,3.00,3.00,1.00,7.00,2.33,4.67,4.00,3.67,3.67,17.33,6.67,4.00,16.00,0.00,4.00,0.00,7.00,2,19.25,125.93,30.92,3.76,3.76,43.91,4.21,6.42,4.42,41.98,2.42,0.94,0.94,14.64,1.40,0.00,0.57,0.00,0.44
30,0.00,2,0,367,1.00,8.00,8.00,8.00,8.00,29.00,6.00,29.00,3.62,154.00,76.00,0.00,0.00,5.00,1.00,7.00,1.00,0,7.25,88.76,18.66,3.74,3.74,11.04,11.04,7.25,2.33,11.10,0.58,0.62,0.62,1.38,1.38,0.71,1.00,0.00,0.00
30,0.00,1,3,435,3.00,5.00,1.67,9.00,3.00,14.33,5.00,14.33,8.60,22.33,26.67,20.00,60.00,1.00,4.00,1.00,8.00,1,13.16,66.98,53.02,18.66,10.33,14.84,14.84,4.39,5.89,13.40,1.00,3.73,2.07,2.97,2.97,1.00,0.50,0.05,0.13
30,0.00,2,2,341,3.00,9.00,3.00,9.00,3.00,10.67,5.00,10.33,3.44,34.67,24.67,14.00,60.00,1.00,4.00,3.00,6.00,1,14.37,101.56,33.06,5.09,5.09,28.95,17.11,4.79,3.67,11.28,0.98,1.02,1.02,3.22,1.90,0.33,0.67,0.21,0.10
30,0.00,4,1,347,4.00,8.00,2.00,15.00,3.75,14.75,5.00,10.75,5.38,45.00,16.00,17.00,47.00,3.00,2.00,5.00,10.00,1,25.22,120.84,107.69,6.25,6.25,21.26,21.26,6.31,7.18,15.11,0.67,1.25,1.25,2.66,2.66,0.60,0.20,0.29,0.21
30,0.00,3,4,408,2.00,5.00,2.50,10.00,5.00,19.00,7.00,19.00,7.60,45.00,24.50,13.00,36.00,2.00,5.00,2.00,8.00,1,6.99,57.97,58.02,13.07,6.78,9.25,9.25,3.50,5.80,11.59,0.64,1.87,0.97,1.85,1.85,1.00,0.62,0.15,0.22
37,0.00,2,0,367,3.00,6.00,2.00,4.00,1.33,13.00,4.00,13.00,6.50,17.00,15.33,15.00,19.00,4.00,0.00,4.00,0.00,2,32.91,129.96,55.73,13.55,4.49,43.93,16.45,10.97,13.93,21.66,2.55,3.39,1.12,7.32,2.74,1.00,0.00,0.27,0.00
37,0.00,4,1,347,5.00,12.00,2.40,6.00,1.20,5.00,6.00,5.00,2.08,19.60,20.00,12.00,88.00,3.00,3.00,3.00,3.00,1,35.77,361.04,62.28,8.78,8.78,75.93,18.25,7.15,10.38,30.09,3.68,1.46,1.46,6.33,1.52,1.00,1.00,0.25,0.03
37,0.00,2,2,341,9.00,19.00,2.11,20.00,2.22,12.56,5.00,3.11,1.47,19.56,18.22,28.00,136.00,2.00,3.00,7.00,13.00,4,81.21,380.31,318.31,8.63,8.63,100.93,51.00,9.02,15.92,20.02,2.16,1.73,1.73,5.31,2.68,0.29,0.23,0.25,0.10
37,0.00,1,3,435,1.00,1.00,1.00,5.00,5.00,12.00,5.00,12.00,12.00,25.00,24.00,8.00,16.00,2.00,3.00,2.00,3.00,0,7.92,80.76,22.70,8.06,8.06,14.73,14.73,7.92,4.54,80.76,3.23,1.61,1.61,14.73,14.73,1.00,1.00,0.25,0.19
37,0.00,3,4,408,4.00,10.00,2.50,10.00,2.50,11.25,6.00,10.75,4.30,24.25,22.75,17.00,74.00,0.00,6.00,0.00,10.00,1,19.78,256.20,233.69,19.75,7.43,65.52,26.43,4.95,23.37,25.62,2.64,3.29,1.24,6.55,2.64,0.00,0.60,0.00,0.14
50,0.00,2,0,367,1.00,4.00,4.00,10.00,10.00,32.00,4.00,20.00,5.00,126.00,32.00,0.00,0.00,3.00,1.00,4.00,6.00,1,32.74,228.77,256.50,10.61,10.61,34.53,28.92,32.74,25.65,57.19,1.82,2.65,2.65,8.63,7.23,0.75,0.17,0.00,0.00
50,0.00,2,1,347,1.00,7.00,7.00,17.00,17.00,63.00,8.00,40.00,5.71,149.00,67.00,18.00,49.00,4.00,4.00,6.00,11.00,0,11.83,206.18,244.20,8.79,8.79,25.54,25.54,11.83,14.36,29.45,1.38,1.10,1.10,3.65,3.65,0.67,0.36,0.33,0.22
50,0.00,3,2,341,11.00,14.00,1.27,15.00,1.36,6.00,7.00,5.09,4.00,13.09,7.64,22.00,62.00,4.00,3.00,6.00,9.00,6,150.08,154.75,214.59,10.00,10.00,31.43,25.96,13.64,14.31,11.05,1.07,1.43,1.43,2.25,1.85,0.67,0.33,0.27,0.15
50,0.00,1,3,435,1.00,4.00,4.00,17.00,17.00,38.00,13.00,38.00,9.50,92.00,38.00,12.00,26.00,6.00,7.00,6.00,11.00,0,10.25,111.99,256.08,19.18,13.23,33.13,27.23,10.25,15.06,28.00,1.22,1.48,1.02,8.28,6.81,1.00,0.64,0.50,0.42
50,0.00,4,4,408,3.00,9.00,3.00,14.00,4.67,21.67,8.00,19.33,6.44,40.00,25.33,3.00,73.00,0.00,8.00,0.00,14.00,1,19.61,159.19,172.42,7.02,7.02,19.70,19.70,6.54,12.32,17.69,1.33,0.88,0.88,2.19,2.19,0.00,0.57,0.00,0.19
35,0.00,2,0,367,1.00,1.00,1.00,7.00,7.00,9.00,5.00,9.00,9.00,42.00,9.00,0.00,0.00,5.00,0.00,7.00,0.00,0,8.69,96.87,174.46,18.22,12.59,4.31,4.31,8.69,24.92,96.87,2.31,3.64,2.52,4.31,4.31,0.71,0.00,0.00,0.00
35,0.00,3,1,347,19.00,21.00,1.11,23.00,1.21,4.74,8.00,2.05,1.86,13.42,11.58,51.00,169.00,5.00,3.00,7.00,16.00,6,191.42,381.62,581.37,25.41,20.38,38.89,38.89,10.07,25.28,18.17,1.50,3.18,2.55,1.85,1.85,0.71,0.19,0.14,0.09
35,0.00,1,2,341,28.00,33.00,1.18,18.00,0.64,4.00,6.00,1.75,1.48,14.21,10.68,47.00,252.00,3.00,3.00,6.00,12.00,2,210.56,521.71,471.77,13.86,13.86,61.02,48.35,7.52,26.21,15.81,1.31,2.31,2.31,1.85,1.47,0.50,0.25,0.13,0.05
35,0.00,4,3,435,14.00,23.00,1.64,19.00,1.36,4.93,6.00,1.50,0.91,21.07,11.86,14.00,152.00,3.00,3.00,6.00,13.00,1,125.79,422.20,384.73,17.71,11.67,24.58,18.93,8.99,20.25,18.36,1.43,2.95,1.94,1.07,0.82,0.50,0.23,0.43,0.09
35,0.00,2,4,408,14.00,20.00,1.43,22.00,1.57,4.00,8.00,1.86,1.30,20.86,10.29,32.00,112.00,0.00,8.00,5.00,17.00,5,71.60,336.56,366.19,24.90,16.08,43.24,35.56,5.11,16.65,16.83,1.15,3.11,2.01,2.16,1.78,0.00,0.47,0.16,0.15
34,0.00,2,0,367,1.00,3.00,3.00,8.00,8.00,17.00,6.00,17.00,5.67,54.00,24.00,0.00,0.00,6.00,0.00,7.00,1.00,0,6.44,91.78,173.49,11.04,11.04,22.79,22.79,6.44,21.69,30.59,1.70,1.84,1.84,7.60,7.60,0.86,0.00,0.00,0.00
34,0.00,2,3,435,2.00,4.00,2.00,6.00,3.00,11.00,5.00,9.50,4.75,29.00,15.00,8.00,22.00,1.00,4.00,1.00,5.00,0,12.03,124.40,62.92,17.83,7.94,51.06,11.53,6.02,10.49,31.10,2.14,3.57,1.59,12.77,2.88,1.00,0.80,0.12,0.23
34,0.00,4,2,341,5.00,9.00,1.80,6.00,1.20,3.00,5.00,2.60,1.44,12.40,15.00,8.00,67.00,2.00,3.00,2.00,4.00,1,16.26,101.57,99.91,11.09,4.10,62.01,23.93,3.25,16.65,11.29,1.64,2.22,0.82,6.89,2.66,1.00,0.75,0.25,0.06
34,0.00,1,1,347,2.00,5.00,2.50,12.00,6.00,22.50,7.00,22.50,9.00,42.50,25.00,7.00,43.00,0.00,7.00,1.00,11.00,0,10.52,133.95,191.83,25.01,14.04,49.50,29.34,5.26,15.99,26.79,1.58,3.57,2.01,9.90,5.87,0.00,0.64,0.14,0.26
34,0.00,3,4,408,2.00,6.00,3.00,11.00,5.50,27.00,6.00,27.00,9.00,43.00,30.00,22.00,38.00,2.00,4.00,5.00,6.00,0,13.07,112.35,99.31,14.38,14.38,46.11,34.01,6.54,9.03,18.72,1.31,2.40,2.40,7.68,5.67,0.40,0.67,0.23,0.16
33,0.00,2,0,367,1.00,3.00,3.00,4.00,4.00,14.00,4.00,14.00,4.67,75.00,27.00,0.00,0.00,3.00,1.00,3.00,1.00,1,16.21,193.32,42.04,28.30,7.86,33.70,13.92,16.21,10.51,64.44,2.58,7.08,1.97,11.23,4.64,1.00,1.00,0.00,0.00
33,0.00,2,3,435,1.00,2.00,2.00,7.00,7.00,15.00,6.00,15.00,7.50,45.00,15.00,6.00,9.00,3.00,3.00,3.00,4.00,4,11.07,93.56,101.33,30.72,10.78,34.69,13.63,11.07,14.48,46.78,2.08,5.12,1.80,17.34,6.82,1.00,0.75,0.50,0.44
33,0.00,4,2,341,6.00,8.00,1.33,14.00,2.33,5.17,5.00,2.50,1.88,17.33,9.67,14.00,44.00,1.00,4.00,2.00,12.00,4,40.18,249.49,152.26,19.75,9.06,80.85,31.59,6.70,10.88,31.19,2.40,3.95,1.81,10.11,3.95,0.50,0.33,0.14,0.27
33,0.00,1,1,347,2.00,2.00,1.00,5.00,2.50,9.00,4.00,9.00,9.00,31.00,10.00,0.00,20.00,0.00,4.00,0.00,5.00,1,19.64,127.87,94.15,12.34,12.34,17.78,10.16,9.82,18.83,63.94,2.06,3.08,3.08,8.89,5.08,0.00,0.80,0.00,0.25
33,0.00,3,4,408,1.00,2.00,2.00,8.00,8.00,25.00,6.00,21.00,10.50,44.00,25.00,15.00,10.00,4.00,2.00,5.00,3.00,0,11.57,89.70,95.17,67.61,5.48,50.59,8.69,11.57,11.90,44.85,2.04,11.27,0.91,25.30,4.34,0.80,0.67,0.33,0.30
18,0.00,2,0,367,3.00,7.00,2.33,4.00,1.33,9.33,4.00,9.33,4.00,27.00,18.33,28.00,24.00,3.00,1.00,3.00,1.00,0,21.02,140.81,35.68,13.43,13.43,17.56,17.56,7.01,8.92,20.12,1.74,3.36,3.36,2.51,2.51,1.00,1.00,0.11,0.04
18,0.00,2,3,435,2.00,3.00,1.50,7.00,3.50,5.50,4.00,5.50,3.67,12.00,5.50,2.00,9.00,1.00,3.00,1.00,6.00,1,12.46,56.66,252.03,137.24,8.59,18.37,18.37,6.23,36.00,18.89,2.36,34.31,2.15,6.12,6.12,1.00,0.50,0.50,0.67
18,0.00,4,2,341,1.00,1.00,1.00,4.00,4.00,9.00,4.00,9.00,9.00,20.00,9.00,1.00,8.00,1.00,3.00,1.00,3.00,0,10.69,32.61,26.22,7.70,7.70,7.23,7.23,10.69,6.55,32.61,1.63,1.93,1.93,7.23,7.23,1.00,1.00,1.00,0.38
18,0.00,1,1,347,1.00,4.00,4.00,7.00,7.00,28.00,4.00,26.00,6.50,70.00,40.00,12.00,28.00,3.00,1.00,3.00,4.00,0,8.52,95.33,71.53,10.50,5.33,15.83,15.83,8.52,10.22,23.83,1.36,2.62,1.33,3.96,3.96,1.00,0.25,0.25,0.14
18,0.00,3,4,408,7.00,8.00,1.14,4.00,0.57,4.57,4.00,4.57,4.00,8.14,11.57,11.00,70.00,1.00,3.00,1.00,3.00,0,29.54,113.04,44.13,8.93,8.93,19.83,19.83,4.22,11.03,14.13,1.98,2.23,2.23,2.48,2.48,1.00,1.00,0.09,0.04

